Contig	Cut_Off	Best_Identities	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence
megahit_111109_2 	Loose	35.04	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target alteration	Cfr 23S ribosomal RNA methyltransferase	113.58
megahit_111841_3 	Loose	39.02	fosfomycin	antibiotic target alteration	antibiotic-resistant murA transferase	65.32
megahit_114233_1 	Loose	36.84	pleuromutilin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	11.42
megahit_114233_3 	Loose	28.09	aminocoumarin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	43.74
megahit_114233_5 	Loose	30.77	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	29.57
megahit_114445_2 	Loose	33.03	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	110.40
megahit_114840_1 	Loose	35.19	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	120.54
megahit_114840_3 	Loose	31.05	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.39
megahit_115016_4 	Loose	43.0	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	19.25
megahit_115963_2 	Loose	27.04	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	113.00
megahit_119424_2 	Loose	24.63	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	92.56
megahit_119588_1 	Loose	24.67	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	81.70
megahit_120032_1 	Loose	29.81	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	101.55
megahit_120517_4 	Loose	39.37	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.46
megahit_120517_5 	Loose	28.94	aminoglycoside antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	113.49
megahit_121312_2 	Loose	31.08	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	58.85
megahit_121944_3 	Loose	34.35	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	89.93
megahit_121944_4 	Loose	47.77	macrolide antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.12
megahit_121944_10 	Loose	25.42	peptide antibiotic	antibiotic target alteration	defensin resistant mprF	148.51
megahit_121944_13 	Loose	30.87	peptide antibiotic	antibiotic target alteration	non-erm 23S ribosomal RNA methyltransferase (A1067)	120.74
megahit_122118_4 	Loose	24.77	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	97.54
megahit_122220_2 	Loose	32.48	fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump	99.32
megahit_122442_2 	Loose	28.0	fluoroquinolone antibiotic; aminoglycoside antibiotic; penam; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	90.95
megahit_122442_7 	Loose	40.97	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	35.56
megahit_122442_8 	Loose	31.53	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	66.77
megahit_122983_2 	Loose	27.14	phenicol antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	102.32
megahit_123304_2 	Loose	44.68	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.09
megahit_124112_2 	Loose	31.54	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	40.53
megahit_125066_4 	Loose	23.84	rifamycin antibiotic; isoniazid	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	80.19
megahit_126484_2 	Loose	40.73	lincosamide antibiotic	antibiotic target protection	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	102.36
megahit_126735_2 	Loose	30.43	carbapenem	antibiotic inactivation	BJP beta-lactamase	73.13
megahit_127389_1 	Loose	22.7	mupirocin	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	27.15
megahit_127427_2 	Loose	32.2	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	49.38
megahit_128070_1 	Loose	31.7	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	90.96
megahit_128739_6 	Loose	30.45	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	58.07
megahit_128739_9 	Loose	37.02	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	36.96
megahit_129174_1 	Loose	30.43	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	NmcA beta-lactamase	106.10
megahit_129443_1 	Loose	23.08	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	32.55
megahit_129482_3 	Loose	31.43	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	122.88
megahit_130594_5 	Loose	28.92	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	53.95
megahit_130934_1 	Loose	38.84	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	68.80
megahit_134531_1 	Loose	30.71	mupirocin	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	33.30
megahit_134562_2 	Loose	28.65	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	70.22
megahit_135600_1 	Loose	36.84	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	25.62
megahit_135600_4 	Loose	35.8	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	121.23
megahit_16252_3 	Loose	26.81	peptide antibiotic	antibiotic target alteration	daptomycin resistant cls	106.65
megahit_23415_13 	Loose	26.83	peptide antibiotic	antibiotic target alteration	daptomycin resistant cls	102.48
megahit_29417_2 	Loose	50.96	pleuromutilin antibiotic	antibiotic target alteration	Ribosomal protein mutation conferring resistance to pleuromutilin antibiotics	105.83
megahit_30216_2 	Loose	49.07	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB	51.65
megahit_43806_2 	Loose	50.0	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrA	39.98
megahit_48016_1 	Loose	25.34	isoniazid	antibiotic target alteration	antibiotic resistant ndh	87.96
megahit_54682_2 	Loose	42.44	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB	97.62
megahit_60106_2 	Loose	24.21	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	107.59
megahit_66620_2 	Loose	46.82	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrA	109.28
megahit_66620_3 	Loose	53.57	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB	105.97
megahit_66620_13 	Loose	50.5	aminoglycoside antibiotic	antibiotic target alteration	antibiotic resistant gidB	96.43
megahit_75505_4 	Loose	25.0	isoniazid; disinfecting agents and antiseptics	antibiotic target alteration	antibiotic resistant fabI	112.21
megahit_129174_5 	Loose	23.82	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	107.28
megahit_10865_5 	Loose	43.86	tetracycline antibiotic	antibiotic target alteration; antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	86.54
megahit_28210_11 	Loose	24.31	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	52.80
megahit_33372_11 	Loose	35.29	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	83.49
megahit_33849_3 	Loose	22.58	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	102.95
megahit_61505_1 	Loose	29.04	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	95.87
megahit_67256_5 	Loose	25.23	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	76.70
megahit_73372_2 	Loose	25.26	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	87.91
megahit_91359_4 	Loose	42.11	tetracycline antibiotic	antibiotic target alteration; antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	88.46
megahit_125916_1 	Loose	28.94	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	88.20
