Contig	Cut_Off	Best_Identities	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence
megahit_109543_16 	Loose	28.44	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase	76.73
megahit_109543_25 	Loose	28.3	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	84.26
megahit_109543_26 	Loose	29.49	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	116.28
megahit_114559_1 	Loose	58.98	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	127.84
megahit_115411_2 	Loose	31.4	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	90.67
megahit_116370_9 	Loose	26.97	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')	115.69
megahit_116370_31 	Loose	30.08	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	93.43
megahit_116370_34 	Loose	27.89	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	102.45
megahit_116370_43 	Loose	37.78	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	35.40
megahit_124065_1 	Loose	29.58	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	78.76
megahit_126184_4 	Loose	39.6	glycylcycline; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.17
megahit_6839_16 	Loose	61.93	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB	101.88
megahit_6839_17 	Loose	54.33	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrA	101.86
megahit_9331_8 	Loose	27.83	isoniazid	antibiotic target alteration	antibiotic resistant ndh	141.36
megahit_16197_8 	Loose	18.12	nitroimidazole antibiotic	antibiotic target alteration	Antibiotic resistant Helicobacter pylori nitroreductase	96.77
megahit_28193_25 	Loose	49.21	isoniazid; disinfecting agents and antiseptics	antibiotic target alteration	antibiotic resistant fabI	95.80
megahit_28562_42 	Loose	26.69	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	117.45
megahit_37754_1 	Loose	70.24	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	62.10
megahit_40669_4 	Loose	24.14	isoniazid	antibiotic target alteration	isoniazid resistant inhA	110.04
megahit_72501_6 	Loose	38.92	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrA	101.11
megahit_72501_7 	Loose	57.34	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB	104.87
megahit_109543_7 	Loose	30.49	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	109.71
megahit_116370_35 	Loose	50.71	peptide antibiotic	antibiotic target alteration; antibiotic efflux	daptomycin resistant liaS	101.69
megahit_1022_13 	Loose	38.57	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	101.39
megahit_28726_54 	Loose	31.88	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	87.44
megahit_35402_20 	Loose	30.05	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	102.95
megahit_40691_7 	Loose	25.22	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.12
megahit_46550_1 	Loose	27.73	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	94.40
megahit_47730_10 	Loose	26.39	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	84.37
megahit_63056_16 	Loose	36.21	tetracycline antibiotic	antibiotic target alteration; antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	87.98
megahit_94697_2 	Loose	28.8	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.41
